Name,Symbol
Reeds Inc. Common Stock,REED
Research Frontiers Incorporated Common Stock,REFR
Regency Centers Corporation Common Stock,REG
Renewable Energy Group Inc. Common Stock,REGI
Regeneron Pharmaceuticals Inc. Common Stock,REGN
Ring Energy Inc. Common Stock,REI
Rekor Systems Inc. Common Stock,REKR
Richardson Electronics Ltd. Common Stock,RELL
Reliv' International Inc. Common Stock,RELV
RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),RELX
Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,RENN
Recro Pharma Inc. Common Stock,REPH
Replimune Group Inc. Common Stock,REPL
RPC Inc. Common Stock,RES
Front Yard Residential Corporation Common Stock,RESI
Resonant Inc. Common Stock,RESN
Reata Pharmaceuticals Inc. Class A Common Stock,RETA
ReTo Eco-Solutions Inc. Common Shares,RETO
Revlon Inc. New Common Stock,REV
REV Group Inc. Common Stock,REVG
REX American Resources Corporation,REX
Rexford Industrial Realty Inc. Common Stock,REXR
Rexford Industrial Realty Inc.,REXR.PRA
Rexford Industrial Realty Inc.,REXR.PRB
Rexford Industrial Realty Inc.,REXR.PRC
Reynolds Consumer Products Inc. Common Stock,REYN
Resideo Technologies Inc. Common Stock ,REZI
Regions Financial Corporation Common Stock,RF
Regions Financial Corporation,RF.PRA
Regions Financial Corporation,RF.PRB
Regions Financial Corporation,RF.PRC
Cohen & Steers Total Return Realty Fund Inc. Common Stock,RFI
RF Industries Ltd. Common Stock,RFIL
Rafael Holdings Inc. Class B Common Stock,RFL
RiverNorth Flexible Municipal Income Fund Inc. Common Stock,RFM
Resolute Forest Products Inc. Common Stock,RFP
Reinsurance Group of America Incorporated Common Stock,RGA
RGC Resources Inc. Common Stock,RGCO
Repligen Corporation Common Stock,RGEN
Royal Gold Inc. Common Stock,RGLD
Regulus Therapeutics Inc. Common Stock,RGLS
REGENXBIO Inc. Common Stock,RGNX
Resources Connection Inc. Common Stock,RGP
Sturm Ruger & Company Inc. Common Stock,RGR
Regis Corporation Common Stock,RGS
Royce Global Value Trust Inc. Common Stock,RGT
RH Common Stock,RH
Regional Health Properties Inc. Common Stock,RHE
Regional Health Properties Inc.,RHE.PRA
Robert Half International Inc. Common Stock,RHI
Ryman Hospitality Properties Inc. (REIT),RHP
RiceBran Technologies Common Stock,RIBT
Rice Acquisition Corp. Uts each consisting of one share of Class A common stock and one-half of one warrant,RICE.U
RCI Hospitality Holdings Inc. Common Stock,RICK
Lordstown Motors Corp. Class A Common Stock,RIDE
Lordstown Motors Corp. Warrant,RIDEW
Transocean Ltd (Switzerland) Common Stock,RIG
Rigel Pharmaceuticals Inc. Common Stock,RIGL
B. Riley Financial Inc. Common Stock,RILY
B. Riley Financial Inc. 7.25% Senior Notes due 2027,RILYG
B. Riley Financial Inc. 7.375% Senior Notes due 2023,RILYH
B. Riley Financial Inc. 6.875% Senior Notes due 2023,RILYI
B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,RILYL
B. Riley Financial Inc. 6.375% Senior Notes due 2025,RILYM
B. Riley Financial Inc. 6.50% Senior Notes Due 2026,RILYN
B. Riley Financial Inc. 6.75% Senior Notes due 2024,RILYO
B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,RILYP
B. Riley Financial Inc. 7.50% Senior Notes Due 2027,RILYZ
Rio Tinto Plc Common Stock,RIO
Riot Blockchain Inc.  Common Stock ,RIOT
RiverNorth Opportunities Fund Inc. Common Stock,RIV
Riverview Financial Corporation Common Stock,RIVE
Raymond James Financial Inc. Common Stock,RJF
Arcadia Biosciences Inc. Common Stock,RKDA
Rocket Companies Inc. Class A Common Stock,RKT
Ralph Lauren Corporation Common Stock,RL
Relay Therapeutics Inc. Common Stock,RLAY
Radiant Logistics Inc. Common Stock,RLGT
Realogy Holdings Corp. Common Stock,RLGY
Red Lions Hotels Corporation Common Stock,RLH
RLI Corp. Common Stock (DE),RLI
RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,RLJ
RLJ Lodging Trust,RLJ.PRA
Relmada Therapeutics Inc. Common Stock,RLMD
Regional Management Corp. Common Stock,RM
RE/MAX Holdings Inc. Class A Common Stock,RMAX
Richmond Mutual Bancorporation Inc. Common Stock,RMBI
RumbleOn Inc. Class B Common Stock,RMBL
Rambus Inc. Common Stock,RMBS
Rocky Mountain Chocolate Factory Inc. Common Stock,RMCF
ResMed Inc. Common Stock,RMD
Ra Medical Systems Inc. Common Stock,RMED
RMG Acquisition Corp. Class A Common Stock,RMG
RMG Acquisition Corp. Unit,RMG.U
RMG Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,RMG.WS
RMG Acquisition Corp. II Unit,RMGBU
RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,RMI
RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,RMM
Rimini Street Inc. (DE) Common Stock,RMNI
RiverNorth Specialty Finance Corporation,RMPL.PR
The RMR Group Inc. Class A Common Stock,RMR
RMR Mortgage Trust Common Stock,RMRM
Royce Micro-Cap Trust Inc. Common Stock,RMT
Rockwell Medical Inc. (DE) Common Stock,RMTI
Avidity Biosciences Inc. Common Stock,RNA
Randolph Bancorp Inc. Common Stock,RNDB
RigNet Inc. Common Stock,RNET
RingCentral Inc. Class A Common Stock,RNG
Ranger Energy Services Inc. Class A Common Stock,RNGR
Renalytix AI plc American Depositary Shares,RNLX
Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,RNP
RenaissanceRe Holdings Ltd. Common Stock,RNR
RenaissanceRe Holdings Ltd.,RNR.PRE
RenaissanceRe Holdings Ltd.,RNR.PRF
Renasant Corporation Common Stock,RNST
RealNetworks Inc. Common Stock,RNWK
Construction Partners Inc. Class A Common Stock,ROAD
Roth CH Acquisition II Co.,ROCC
Roth CH Acquisition II Co.,ROCCU
Roth CH Acquisition II Co.,ROCCW
Roth CH Acquisition I Co. Common Stock,ROCH
Roth CH Acquisition I Co. Unit,ROCHU
Roth CH Acquisition I Co. Warrant,ROCHW
Gibraltar Industries Inc. Common Stock,ROCK
Rogers Corporation Common Stock,ROG
Retail Opportunity Investments Corp. Common Stock (MD),ROIC
Rockwell Automation Inc. Common Stock,ROK
Roku Inc. Class A Common Stock,ROKU
Rollins Inc. Common Stock,ROL
RBC Bearings Incorporated Common Stock,ROLL
Strategy Shares Newfound/ReSolve Robust Momentum ETF,ROMO
Root Inc. Class A Common Stock,ROOT
Roper Technologies Inc. Common Stock,ROP
Ross Stores Inc. Common Stock,ROST
RealPage Inc. Common Stock,RP
Retail Properties of America Inc. Class A Common Stock,RPAI
Repay Holdings Corporation Class A Common Stock,RPAY
Rapid7 Inc. Common Stock,RPD
Replay Acquisition Corp. Ordinary Shares,RPLA
Replay Acquisition Corp. Units each consisting of one Ordinary Share and one-half of one Warrant,RPLA.U
Replay Acquisition Corp. Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50,RPLA.WS
RPM International Inc. Common Stock,RPM
Royalty Pharma plc Class A Ordinary Shares ,RPRX
RPT Realty Common Stock,RPT
RPT Realty,RPT.PRD
Repare Therapeutics Inc. Common Shares,RPTX
Cohen & Steers Quality Income Realty Fund Inc Common Shares,RQI
Red River Bancshares Inc. Common Stock,RRBI
Range Resources Corporation Common Stock,RRC
R.R. Donnelley & Sons Company Common Stock,RRD
Red Robin Gourmet Burgers Inc. Common Stock,RRGB
Red Rock Resorts Inc. Class A Common Stock,RRR
Reliance Steel & Aluminum Co. Common Stock (DE),RS
RiverNorth Specialty Finance Corporation,RSF
Republic Services Inc. Common Stock,RSG
Research Solutions Inc Common Stock,RSSS
Rodgers Silicon Valley Acquisition Corp. Unit,RSVAU
Rareview Tax Advantaged Income ETF,RTAI
Rattler Midstream LP Common Units,RTLR
Reinvent Technology Partners Class A Ordinary Shares,RTP
Reinvent Technology Partners Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant,RTP.U
Reinvent Technology Partners Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,RTP.WS
Reinvent Technology Partners Z Unit,RTPZ.U
Raytheon Technologies Corporation Common Stock,RTX
Rubius Therapeutics Inc. Common Stock,RUBY
Ruhnn Holding Limited American Depositary Shares,RUHN
Sunrun Inc. Common Stock,RUN
Rush Enterprises Inc. Common Stock Cl A,RUSHA
Rush Enterprises Inc. Class B,RUSHB
Ruth's Hospitality Group Inc. Common Stock,RUTH
Retail Value Inc. Common Stock ,RVI
Revolve Group Inc. Class A Common Stock,RVLV
Revolution Medicines Inc. Common Stock,RVMD
Revance Therapeutics Inc. Common Stock,RVNC
Retractable Technologies Inc. Common Stock,RVP
Riverview Bancorp Inc Common Stock,RVSB
Royce Value Trust Inc. Common Stock,RVT
ReWalk Robotics Ltd. Ordinary Shares,RWLK
Redwood Trust Inc. Common Stock,RWT
Rexnord Corporation Common Stock,RXN
Rackspace Technology Inc. Common Stock,RXT
Royal Bank Of Canada Common Stock,RY
Royal Bank Of Canada,RY.PRT
Ryanair Holdings plc American Depositary Shares,RYAAY
Rayonier Advanced Materials Inc. Common Stock,RYAM
RYB Education Inc. American depositary shares each representing one Class A ordinary share,RYB
Ryerson Holding Corporation Common Stock,RYI
Rayonier Inc. REIT Common Stock,RYN
Rhythm Pharmaceuticals Inc. Common Stock,RYTM
Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,RZA
Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,RZB
Rezolute Inc. Common Stock,RZLT
Seabridge Gold Inc. Ordinary Shares (Canada),SA
Sabre Corporation Common Stock,SABR
Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,SABRP
Sachem Capital Corp. 6.875% Notes due 2024,SACC
Sachem Capital Corp. Common Shares,SACH
Saratoga Investment Corp 6.25% Notes due 2023,SAF
Safehold Inc. Common Stock,SAFE
Sanderson Farms Inc. Common Stock,SAFM
Safety Insurance Group Inc. Common Stock,SAFT
Sage Therapeutics Inc. Common Stock,SAGE
Sonic Automotive Inc. Common Stock,SAH
Saia Inc. Common Stock,SAIA
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,SAIC
Software Acquisition Group Inc. II Class A Common Stock,SAII
Software Acquisition Group Inc. II Unit,SAIIU
Software Acquisition Group Inc. II Warrant,SAIIW
SailPoint Technologies Holdings Inc. Common Stock,SAIL
Saratoga Investment Corp 7.25% Notes due 2025,SAK
Salisbury Bancorp Inc. Common Stock,SAL
Salem Media Group Inc. Class A Common Stock,SALM
Scorpio Bulkers Inc. Common Stock,SALT
Boston Beer Company Inc. (The) Common Stock,SAM
Schultze Special Purpose Acquisition Corp. Common Stock,SAMA
Schultze Special Purpose Acquisition Corp. Unit,SAMAU
Schultze Special Purpose Acquisition Corp. Warrant,SAMAW
Silvercrest Asset Management Group Inc. Class A Common Stock,SAMG
Banco Santander S.A. Sponsored ADR (Spain),SAN
Sandstorm Gold Ltd. Ordinary Shares (Canada),SAND          
Sanmina Corporation Common Stock,SANM
S&W Seed Company Common Stock (NV),SANW
SAP  SE ADS,SAP
Saratoga Investment Corp New,SAR
Sandy Spring Bancorp Inc. Common Stock,SASR
EchoStar  Corporation Common Stock,SATS
Cassava Sciences Inc. Common Stock,SAVA
Spirit Airlines Inc. Common Stock,SAVE
Safe Bulkers Inc Common Stock ($0.001 par value),SB
Safe Bulkers Inc,SB.PRC
Safe Bulkers Inc,SB.PRD
SBA Communications Corporation Class A Common Stock,SBAC
Scorpio Tankers Inc. 7.00% Senior Notes due 2025,SBBA
Strongbridge Biopharma plc Ordinary Shares,SBBP
Seacoast Banking Corporation of Florida Common Stock,SBCF
Switchback Energy Acquisition Corporation Class A Common Stock,SBE
Switchback Energy Acquisition Corporation Units,SBE.U
Switchback Energy Acquisition Corporation Warrant,SBE.WS
SB Financial Group Inc. Common Stock,SBFG
Sandbridge Acquisition Corporation Class A Common Stock,SBG
Sandbridge Acquisition Corporation Units,SBG.U
Sandbridge Acquisition Corporation Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,SBG.WS
Sinclair Broadcast Group Inc. Class A Common Stock,SBGI
Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,SBH
Western Asset Intermediate Muni Fund Inc Common Stock,SBI
Star Bulk Carriers Corp. Common Shares,SBLK
Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,SBLKZ
Signature Bank Common Stock,SBNY
SilverBow Resorces Inc. Common Stock,SBOW
Sabine Royalty Trust Common Stock,SBR
Sabra Health Care REIT Inc. Common Stock,SBRA
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),SBS
Southside Bancshares Inc. Common Stock,SBSI
D/B/A Sibanye-Stillwater Limited ADS,SBSW
Sterling Bancorp Inc. Common Stock,SBT
Silverback Therapeutics Inc. Common Stock,SBTX
Starbucks Corporation Common Stock,SBUX
Santander Consumer USA Holdings Inc. Common Stock,SC
Stellus Capital Investment Corporation 5.75% Notes due 2022,SCA
Sachem Capital Corp. 7.125% Notes due 2024,SCCB
Sachem Capital Corp. 7.75% Notes due 2025,SCCC
Shimmick Construction Company Inc.,SCCI
Southern Copper Corporation Common Stock,SCCO
LMP Capital and Income Fund Inc. Common Stock,SCD
Southern California Edison Company,SCE.PRG
Southern California Edison Company,SCE.PRH
Southern California Edison Company,SCE.PRJ
Southern California Edison Company,SCE.PRK
Southern California Edison Company,SCE.PRL
Scholastic Corporation Common Stock,SCHL
Schnitzer Steel Industries Inc. Class A Common Stock,SCHN
Charles Schwab Corporation (The) Common Stock,SCHW
The Charles Schwab Corporation,SCHW.PRC
The Charles Schwab Corporation,SCHW.PRD
Service Corporation International Common Stock,SCI
Socket Mobile Inc. Common Stock,SCKT
Stepan Company Common Stock,SCL
Stellus Capital Investment Corporation Common Stock,SCM
comScore Inc. Common Stock,SCOR
SC Health Corporation Class A Ordinary Shares,SCPE
SC Health Corporation Units,SCPE.U
SC Health Corporation Warrants,SCPE.WS
scPharmaceuticals Inc. Common Stock,SCPH
SciPlay Corporation Class A Common Stock,SCPL
Scopus BioPharma Inc.,SCPS
Scopus BioPharma Inc.,SCPSA
Scopus BioPharma Inc.,SCPSW
Steelcase Inc. Common Stock,SCS
ScanSource Inc. Common Stock,SCSC
Sculptor Capital Management Inc. Class A Common Stock,SCU
Shoe Carnival Inc. Common Stock,SCVL
SCVX Corp. Class A Ordinary Shares,SCVX
SCVX Corp. Units each consisting of one Class A ordinary share $0.0001 par value per share and one-half of one redeemable warrant,SCVX.U
SCVX Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,SCVX.WS
SecureWorks Corp. Class A Common Stock,SCWX
L.S. Starrett Company (The) Common Stock,SCX
SCYNEXIS Inc. Common Stock,SCYX
SandRidge Energy Inc. Common Stock,SD
SmileDirectClub Inc. Class A Common Stock,SDC
Schrodinger Inc. Common Stock,SDGR
PGIM Short Duration High Yield Opportunities Fund Common Shares,SDHY
Superior Drilling Products Inc. Common Stock,SDPI
Sea Limited American Depositary Shares each representing one Class A Ordinary Share,SE
SeaChange International Inc. Common Stock,SEAC
Sports Entertainment Acquisition Corp. Class A Common Stock,SEAH
Sports Entertainment Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant,SEAH.U
Sports Entertainment Acquisition Corp. Redeemable Warrants each whole Warrant exercisable for one share of Class A Common Stock each at an exercise price of $11.50 per share,SEAH.WS
SeaWorld Entertainment Inc. Common Stock,SEAS
Seaboard Corporation Common Stock,SEB
Secoo Holding Limited ADR,SECO
SolarEdge Technologies Inc. Common Stock,SEDG
Sealed Air Corporation Common Stock,SEE
Origin Agritech Limited Common Stock,SEED
Seelos Therapeutics Inc. Common Stock,SEEL
Seer Inc. Class A Common Stock,SEER
SEI Investments Company Common Stock,SEIC
Selecta Biosciences Inc. Common Stock,SELB
Global Self Storage Inc. Common Stock,SELF
Select Medical Holdings Corporation Common Stock,SEM
Seneca Foods Corp. Class A Common Stock,SENEA
Seneca Foods Corp. Class B Common Stock,SENEB
Senseonics Holdings Inc. Common Stock,SENS
Listed Funds Trust TrueShares Structured Outcome (September) ETF,SEPZ
Sesen Bio Inc. Common Stock,SESN
Stifel Financial Corporation Common Stock,SF
Stifel Financial Corporation,SF.PRA
Stifel Financial Corporation,SF.PRB
Stifel Financial Corporation,SF.PRC
Stifel Financial Corporation 5.20% Senior Notes due 2047,SFB
Sound Financial Bancorp Inc. Common Stock,SFBC
ServisFirst Bancshares Inc. Common Stock,SFBS
Safeguard Scientifics Inc. New Common Stock,SFE
Safe-T Group Ltd. American Depositary Share,SFET
Stitch Fix Inc. Class A Common Stock,SFIX
SFL Corporation Ltd,SFL
Sprouts Farmers Market Inc. Common Stock,SFM
Simmons First National Corporation Class A Common Stock,SFNC
Southern First Bancshares Inc. Common Stock,SFST
Shift Technologies Inc. Class A Common Stock,SFT
Shift Technologies Inc. Warrant,SFTTW
Osprey Technology Acquisition Corp. Class A Common Stock,SFTW
Osprey Technology Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant,SFTW.U
Osprey Technology Acquisition Corp. Redeemable Warrants each whole Warrant exercisable for one share of Class A Common Stock,SFTW.WS
Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),SFUN
Sirius International Insurance Group Ltd. Common Share,SG
Saga Communications Inc. Class A Common Stock (FL),SGA
Seaport Global Acquisition Corp. Class A Common Stock,SGAM
Seaport Global Acquisition Corp. Unit,SGAMU
Seaport Global Acquisition Corp. Warrant,SGAMW
SG Blocks Inc. Common Stock,SGBX
Superior Group of Companies Inc. Common Stock,SGC
Seagen Inc. Common Stock,SGEN
SMART Global Holdings Inc. Ordinary Shares,SGH
Sigma Labs Inc. Common Stock,SGLB
Sigma Labs Inc. Warrant,SGLBW
SigmaTron International Inc. Common Stock,SGMA
Sangamo Therapeutics Inc. Common Stock,SGMO
Scientific Games Corp Common Stock,SGMS
SGOCO Group Ltd Ordinary Shares (Cayman Islands),SGOC
SPAR Group Inc. Common Stock,SGRP
Surgery Partners Inc. Common Stock,SGRY
Sigilon Therapeutics Inc. Common Stock,SGTX
Star Group L.P. Common Stock,SGU
Shake Shack Inc. Class A Common Stock,SHAK
Shore Bancshares Inc Common Stock,SHBI
Sotera Health Company Common Stock,SHC
Shenandoah Telecommunications Co Common Stock,SHEN
Shinhan Financial Group Co Ltd American Depositary Shares,SHG
SINOPEC Shangai Petrochemical Company Ltd. Common Stock,SHI
Seanergy Maritime Holdings Corp Common Stock,SHIP
Seanergy Maritime Holdings Corp Class A Warrants,SHIPW
Seanergy Maritime Holdings Corp Class B Warrant,SHIPZ
Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,SHLX
Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,SHO
Sunstone Hotel Investors Inc.,SHO.PRE
Sunstone Hotel Investors Inc.,SHO.PRF
Steven Madden Ltd. Common Stock,SHOO
Shopify Inc. Class A Subordinate Voting Shares,SHOP
SharpSpring Inc. Common Stock,SHSP
Sherwin-Williams Company (The) Common Stock,SHW
The Shyft Group Inc. Common Stock,SHYF
Silvergate Capital Corporation Class A Common Stock,SI
SI-BONE Inc. Common Stock,SIBN
Select Interior Concepts Inc. Class A Common Stock,SIC
Companhia Siderurgica Nacional S.A. Common Stock,SID
Siebert Financial Corp. Common Stock,SIEB
Sientra Inc. Common Stock,SIEN
SIFCO Industries Inc. Common Stock,SIF
Sify Technologies Limited American Depositary Shares,SIFY
Signet Jewelers Limited Common Shares,SIG
SIGA Technologies Inc. Common Stock,SIGA
Selective Insurance Group Inc. Common Stock,SIGI
Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,SIGIP
Sprott Inc. Common Shares,SII
Silicom Ltd Ordinary Shares,SILC
Silk Road Medical Inc. Common Stock,SILK
SilverCrest Metals Inc. Common Shares,SILV
Grupo Simec S.A.B. de C.V. American Depositary Shares,SIM
Silicon Motion Technology Corporation American Depositary Shares,SIMO
SINA Corporation Ordinary Shares,SINA
Sino-Global Shipping America Ltd. Common Stock,SINO
SiNtx Technologies Inc. Common Stock,SINT
Sio Gene Therapies Inc. Common Stock,SIOX
Sirius XM Holdings Inc. Common Stock,SIRI
SITE Centers Corp. Common Stock,SITC
SITE Centers Corp.,SITC.PRA
SITE Centers Corp.,SITC.PRK
SiteOne Landscape Supply Inc. Common Stock,SITE
SiTime Corporation Common Stock,SITM
SVB Financial Group Common Stock,SIVB
SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,SIVBP
Six Flags Entertainment Corporation New Common Stock,SIX
Scienjoy Holding Corporation Ordinary Shares,SJ
South Jersey Industries Inc. Common Stock,SJI
South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,SJIJ
South Jersey Industries Inc. Corporate Units,SJIU
J.M. Smucker Company (The) New Common Stock,SJM
Shaw Communications Inc. Common Stock,SJR
San Juan Basin Royalty Trust Common Stock,SJT
SJW Group Common Stock (DE),SJW
SK Telecom Co. Ltd. Common Stock,SKM
Tanger Factory Outlet Centers Inc. Common Stock,SKT
Skechers U.S.A. Inc. Common Stock,SKX
Skyline Champion Corporation Common Stock,SKY
SkyWest Inc. Common Stock,SKYW
Silicon Laboratories Inc. Common Stock,SLAB
Schlumberger N.V. Common Stock,SLB
U.S. Silica Holdings Inc. Common Stock,SLCA
Select Bancorp Inc. Common Stock,SLCT
Solid Biosciences Inc. Common Stock,SLDB
Sun Life Financial Inc. Common Stock,SLF
SL Green Realty Corp Common Stock,SLG
SL Green Realty Corp,SLG.PRI
Super League Gaming Inc. Common Stock,SLGG
Sol-Gel Technologies Ltd. Ordinary Shares,SLGL
Silgan Holdings Inc. Common Stock,SLGN
SLM Corporation Common Stock,SLM
SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,SLMBP
Silence Therapeutics Plc American Depository Share,SLN
Soleno Therapeutics Inc. Common Stock,SLNO
Simulations Plus Inc. Common Stock,SLP
SelectQuote Inc. Common Stock,SLQT
Solar Capital Ltd. Common Stock,SLRC
Salarius Pharmaceuticals Inc. Common Stock,SLRX
SELLAS Life Sciences Group Inc. Common Stock,SLS
SM Energy Company Common Stock,SM
Smartsheet Inc. Class A Common Stock,SMAR
Southern Missouri Bancorp Inc. Common Stock,SMBC
SmartFinancial Inc. Common Stock,SMBK
Super Micro Computer Inc. Common Stock,SMCI
Sharps Compliance Corp. Common Stock,SMED
Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),SMFG
Scotts Miracle-Gro Company (The) Common Stock,SMG
SEACOR Marine Holdings Inc. Common Stock ,SMHI
Smith-Midland Corporation Common Stock,SMID
Schmitt Industries Inc. Common Stock,SMIT
Summit Midstream Partners LP Common Units Representing Limited Partner Interests,SMLP
Salient Midstream Common Shares of Beneficial Interest,SMM
South Mountain Merger Corp. Class A Common Stock,SMMC
South Mountain Merger Corp. Unit,SMMCU
South Mountain Merger Corp. Warrants,SMMCW
Summit Financial Group Inc. Common Stock,SMMF
Summit Therapeutics Inc. Common Stock ,SMMT
Standard Motor Products Inc. Common Stock,SMP
The Simply Good Foods Company Common Stock,SMPL
Smith Micro Software Inc. Common Stock,SMSI
Semtech Corporation Common Stock,SMTC
Sanara MedTech Inc. Common Stock,SMTI
Sierra Metals Inc. Common Stock,SMTS
SMTC Corporation Common Stock,SMTX
Snap-On Incorporated Common Stock,SNA
Snap Inc. Class A Common Stock,SNAP
Sleep Number Corporation Common Stock,SNBR
Seneca Biopharma Inc. Common Stock,SNCA
Synchronoss Technologies Inc. Common Stock,SNCR
Smart Sand Inc. Common Stock,SND
Sundance Energy Inc. Common Stock ,SNDE
Sundial Growers Inc. Common Shares,SNDL
Schneider National Inc. Common Stock,SNDR
Syndax Pharmaceuticals Inc. Common Stock,SNDX
Sony Corporation Common Stock,SNE
SenesTech Inc. Common Stock,SNES
StoneX Group Inc. Common Stock,SNEX
Security National Financial Corporation Class A Common Stock,SNFCA
Soligenix Inc. Common Stock,SNGX
Soligenix Inc. Warrant,SNGXW
Sanchez Midstream Partners LP Common Stock,SNMP
Smith & Nephew SNATS Inc. Common Stock,SNN
Sonoma Pharmaceuticals Inc. Common Stock,SNOA
Snowflake Inc. Class A Common Stock,SNOW
China Petroleum & Chemical Corporation Common Stock,SNP
Tortoise Acquisition Corp. II Class A Ordinary Shares,SNPR
Tortoise Acquisition Corp. II Units,SNPR.U
Tortoise Acquisition Corp. II Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,SNPR.WS
Synopsys Inc. Common Stock,SNPS
New Senior Investment Group Inc. Common Stock,SNR
Senior Connect Acquisition Corp. I,SNRH
Senior Connect Acquisition Corp. I Unit,SNRHU
Senior Connect Acquisition Corp. I,SNRHW
Sunesis Pharmaceuticals Inc. Common Stock,SNSS
Synovus Financial Corp. Common Stock,SNV
Synovus Financial Corp.,SNV.PRD
Synovus Financial Corp.,SNV.PRE
Synnex Corporation Common Stock,SNX
Sanofi ADR,SNY
Southern Company (The) Common Stock,SO
Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares,SOAC
Sustainable Opportunities Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,SOAC.U
Sustainable Opportunities Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,SOAC.WS
Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share,SOGO
Sotherly Hotels Inc. Common Stock,SOHO
Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,SOHOB
Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON
Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,SOHOO
Sohu.com Limited American Depositary Shares,SOHU
Solaris Oilfield Infrastructure Inc. Class A Common Stock,SOI
Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,SOJB
Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,SOJC
Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,SOJD
Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,SOJE
Renesola Ltd. American Depsitary Shares (Each representing 10 shares),SOL
Southern Company (The) 2019 Series A Corporate Units,SOLN
Electrameccanica Vehicles Corp. Ltd. Common Stock,SOLO
Electrameccanica Vehicles Corp. Ltd. Warrants,SOLOW
Soliton Inc. Common Stock,SOLY
Sonoco Products Company Common Stock,SON
Southern National Bancorp of Virginia Inc. Common Stock,SONA
Sonim Technologies Inc. Common Stock,SONM
Sonnet BioTherapeutics Holdings Inc. Common Stock,SONN
Sonos Inc. Common Stock,SONO
Source Capital Inc. Common Stock,SOR
SOS Limited American Depositary Shares,SOS
SP Plus Corporation Common Stock,SP
Spectrum Brands Holdings Inc. Common Stock,SPB
SuperCom Ltd. Ordinary Shares (Israel),SPCB
Virgin Galactic Holdings Inc. Common Stock,SPCE
Special Opportunities Fund Inc Common Stock,SPE
Special Opportunities Fund Inc.,SPE.PRB
Spinal Elements Holdings Inc. Common Stock,SPEL
South Plains Financial Inc. Common Stock,SPFI
Jaws Spitfire Acquisition Corporation Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant,SPFR.U
Simon Property Group Inc. Common Stock,SPG
Simon Property Group Inc.,SPG.PRJ
